name,price,image,Description for the website,Sales Description,Is published,Extra Product Media/Name,Extra Product Media/Image,Product Attributes/Attribute,Product Attributes/values 
,,,,,,,,Taux de rafraîchissement,300 Hz
,,,,,,,,Configuration disque(s),SSD 1 To
,,,,,,,,Disque dur,SSD 1 To
,,,,,,,,Disque secondaire,SSD 1 To
,,,,,,,,Type de Disque,SSD (Solid State Drive)
,,,,,,,,Interface du disque dur,M.2 - PCI-E NVMe
,,,,,,,,Nombre de disques,2
,,,,,,,,Nombre de disques max,2
,,,,,,,,Emplacement mSATA/M.2,M.2 (occupé)
,,,,,,,,Lecteur Optique,Aucun
,,,,,,,,Lecteur de cartes,micro SD
,,,,,,,,Norme(s) réseau,10/100/1000 Mbps
,,,,,,,,Norme(s) réseau sans-fil,Wi-Fi 6 AX
,,,,,,,,Technologie Bluetooth,Bluetooth 5.0
,,,,,,,,Technologie Intel vPro,Non
,,,,,,,,Sans-fil,Oui
,,,,,,,,Webcam,Oui
,,,,,,,,Type de H.P,Intégrés
,,,,,,,,Type d'activités,Gamer
,,,,,,,,Intel Evo,Non
,,,,,,,,Norme du clavier,AZERTY
,,,,,,,,Localisation,Français
,,,,,,,,Clavier rétroéclairé,Oui
,,,,,,,,Clavier RGB,Non
,,,,,,,,Pavé numérique,Oui
,,,,,,,,Lecteur biométrique,Oui
,,,,,,,,Accessoires Supplémentaires,Sacoche de transport
,,,,,,,,Office fourni,Non
,,,,,,,,Connecteur(s) disponible(s),Port pour clef Kensington
,,,,,,,,Connecteur(s) disponible(s),"Jack 3,5mm Femelle Stéréo"
,,,,,,,,Connecteur(s) disponible(s),S/PDIF (Jack 3.5mm)
,,,,,,,,Connecteur(s) disponible(s),RJ45
,,,,,,,,Connecteur(s) disponible(s),USB 3.0
,,,,,,,,Connecteur(s) disponible(s),Mini DisplayPort
,,,,,,,,Connecteur(s) disponible(s),Thunderbolt 4/USB-C
,,,,,,,,Connecteur(s) disponible(s),HDMI Femelle
,,,,,,,,Couleur,Noir
,,,,,,,,Profondeur,264.95mm
,,,,,,,,Largeur,395.9mm
,,,,,,,,Epaisseur,19.9mm
,,,,,,,,Poids,2.3kg
,,,,,,,,Gamme,LDLC Bellone
,,,,,,,,Ultrabook,Non
,,,,,,,,Hybride / Convertible,Non
,,,,,,,,Indice réparabilité (sur 10),6.3
,,,,,,,,Définition de l'indice de réparabilité,"L'indice de réparabilité des produits s'inscrit dans le cadre de la LOI n° 2020-105 du 10 février 2020 relative à la lutte contre le gaspillage et à l'économie circulaire. Une note de 1 à 10 est attribuée au produit en fonction de son ""degré"" de réparabilité. 5 critères sont pris en compte pour établir cette notation (durée de disponibilité de la documentation technique, caractère démontable de l'équipement, durée de disponibilité des pièces détachées, rapport entre le prix de vente des pièces détachées et le prix de vente de l'équipement, critères spécifiques à la catégorie d'équipements concernée). L'indice de réparabilité est obtenu en additionnant les cinq notes obtenues puis en divisant ce total par dix pour exprimer une note synthétique sur une échelle de 1 à 10."
,,,,,,,,Capacité de la batterie,73Wh
,,,,,,,,Nombre de cellules,3
,,,,,,,,Batterie amovible,Non
,,,,,,,,Charge de la batterie par USB-C,Non
LDLC Bellone HXL83-16-M10,29707.47,https://media.ldlc.com/r374/ld/products/00/05/80/47/LD0005804763_1_0005916003_0005916122.jpg,"<div class=""tab-pane active"" data-tracking-action=""click"" data-tracking-category=""Onglets fiche produit"" data-tracking-event=""click"" data-tracking-label=""Descriptif"" id=""descriptif"" role=""tabpanel"">

<div class=""tab-pane-content"">
<div class=""logo"">
<a href=""/ldlc/bint000000888/"" rel=""nofollow"">
<img alt=""LDLC"" loading=""lazy"" src=""https://media.ldlc.com/v3/marque/bo/00/02/91/96/V30002919683_2.gif""/>
</a>
</div>
<div class=""brand-logo"">LDLC</div>
<div class=""description"" id=""description"">
<div class=""details-pdt-desc"">
<h2 class=""h2-master"">Performance et confort de jeu avec un grand écran 300 Hz* !</h2>
<section>
<p>Profitez de hautes performances et gagnez en plaisir de jeu avec le <strong>PC portable Gamer LDLC Bellone HXL83</strong> ! En plus de ses composants ultra-performants, il est équipé notamment d'un écran de 17.3"" 300 Hz et d'un clavier rétroéclairé. Le PC portable LDLC Bellone HXL83-16-M10 offre de hautes performances et un fonctionnement rapide grâce à son <strong>processeur Intel Core i7-11800H</strong>, ses 16 Go de mémoire DDR4, ses <strong>SSD M.2 PCIe de 1 To</strong> et sa<strong> puce graphique NVIDIA GeForce RTX 3080 Laptop</strong>.  <br/>
 </p>
</section>
<section>
<div class=""desc-image""><span><img alt="""" loading=""lazy"" src=""https://media.ldlc.com/bo/images/fiches/pc_portables/ldlc/bellone_gxl62/801b.jpg""/></span></div>
<div class=""desc-text"">
<h2>Processeur Intel de 11e génération</h2>
<p>Profitez de hautes performances avec le processeur pour Intel Core i7-11800H, avec ses 8 cores physiques et ses 16 threads. Avec lui, effectuez vos tâches informatiques plus rapidement, gagnez en fluidité de jeu, éditez des photos et des vidéos facilement, déplacez-vous rapidement entre les programmes et les fenêtres et exécutez plusieurs tâches en toute simplicité !</p>
</div>
</section>
<section>
<div class=""desc-text"">
<h2>NVIDIA GeForce RTX 3080</h2>
<p>La puce graphique NVIDIA GeForce RTX 3080 vous permet de faire tourner les jeux les plus récents grâce à la puissance phénoménale de NVIDIA Ampere, l'architecture RTX de seconde génération. Bénéficiez de performances graphiques exceptionnelles grâce aux cœurs RT et Tensor spécialement optimisés, à de nouveaux multiprocesseurs de flux et à une mémoire G6 à haute vitesse. Basé sur les capacités phénoménales de l'IA, le super-échantillonnage par Deep Learning (DLSS) de NVIDIA est une technologie de rendu révolutionnaire qui vous offre un tout nouveau niveau de fidélité visuelle grâce aux processeurs Tensor Core dédiés à l'IA des GPU GeForce RTX. Par ailleurs, le Ray Tracing permet de simuler le comportement physique de la lumière afin d'offrir un rendu cinématographique en temps réel d'une grande beauté, y compris dans les jeux les plus intenses.</p>
</div>
<div class=""desc-image""><span><img alt="""" loading=""lazy"" src=""https://media.ldlc.com/bo/images/fiches/ordinateur_pc_ldlc/zerator/nvidia_rtx_001.jpg""/></span></div>
</section>
<section>
<div class=""desc-image""><span><img alt="""" loading=""lazy"" src=""https://media.ldlc.com/bo/images/fiches/pc_portables/ldlc/bellone_gxl62/803.jpg""/></span></div>
<div class=""desc-text"">
<h2>Confort de jeu optimisé !</h2>
<p>Ce PC portable Gamer LDLC Bellone est conçu pour maximiser votre confort de jeu. Son écran Full HD avec fréquence de 300 Hz vous offre une image à la fois fluide et précise. Son clavier Gamer rétroéclairé offre aussi un meilleur confort de jeu. Son système audio avec technologie Sound Blaster Atlas offre également de bonnes performances sonores, pour un divertissement numérique complet.</p>
</div>
</section>
<section class=""list"">
<h2>Caractéristiques principales :</h2>
<ul>
<li><strong>Processeur Intel Core i7-11800H</strong> (Octo-Core 1.9 GHz - 2.3 GHz / 4.6 GHz Turbo - 16 Threads - Cache 24 Mo)</li>
<li>16 Go de mémoire vive DDR4 3200 MHz (2x 8 Go - 2 slots - maximum 64 Go au total)</li>
<li><strong>Ecran mat de 17.3""</strong> avec résolution <strong>Full HD</strong> (1920 x 1080 pixels) et <strong>fréquence 300 Hz</strong></li>
<li>Dalle Wide View avec angles de vision larges</li>
<li>Puce graphique <strong>NVIDIA GeForce RTX 3080 Laptop </strong>avec 16 Go de mémoire dédiée GDDR6 (1245 MHz - 105W)</li>
<li>SSD M.2 PCIe de 1 To + 1 slot M.2 PCIe libre</li>
<li>Communication sans fil Wi-Fi AX (Wireless AX201) + Bluetooth 5.0</li>
<li><strong>Clavier rétroéclairé multi-couleurs</strong> (une couleur active à la fois)</li>
<li>Haut-parleurs intégrés avec technologie Sound Blaster Atlas</li>
<li>Webcam HD 1 Mégapixel</li>
<li>Accès sécurisé via lecteur d'empreinte digitale</li>
<li>Lecteur de cartes mémoire intégré</li>
<li>Adaptateur secteur 180 Watts</li>
<li><em>Sac à dos fourni</em></li>
<li><strong>Système d'exploitation non fourni</strong></li>
</ul>
<br/>
<em>*Le PC portable est configuré par défaut en mode 60 Hz, pour modifier cette configuration sous Windows reportez-vous au document suivant : <a href=""https://media.ldlc.com/bo/file/fiches/ldlc/bellone_hxl73/300hz-setup.pdf"" target=""_blank"">Activation du mode 300 Hz</a></em></section>
</div>
</div>
<div class=""info-warning"" id=""technical-alert"">
<span class=""icon icon-info""></span>
<span class=""text"">
<strong>Informations fournies par notre service technique</strong>
                    Chaque machine est assemblée et testée par nos soins après enregistrement de la commande. Cette opération nécessite un délai supplémentaire précisé en haut de la fiche produit, sous la disponibilité, qui s'ajoute au délai d'expédition. Cet ordinateur portable est fourni sans système d'exploitation, vous laissant la possibilité d'installer un système d'exploitation compatible (déjà en votre possession ou acheté séparément). L'installation de Windows 10/11 64 bits est conseillée, pour vous permettre d'exploiter correctement toutes les possibilités offertes par ce PC portable. L'installation de Windows 7/8/8.1 n'est pas possible sur ce modèle.
               </span>
</div>
</div>
</div>","Profitez de hautes performances et gagnez en plaisir de jeu avec le PC portable Gamer LDLC Bellone HXL83 ! En plus de ses composants ultra-performants, il est équipé notamment d'un écran de 17.3"" 300 Hz et d'un clavier rétroéclairé.",True,LD0005804764_1_0005916004_0005916123,https://media.ldlc.com/r1600/ld/products/00/05/80/47/LD0005804764_1_0005916004_0005916123.jpg,Désignation,LDLC Bellone HXL83-16-M10
,,,,,,LD0005804764_1_0005916004_0005916123,https://media.ldlc.com/r1600/ld/products/00/05/80/47/LD0005804764_1_0005916004_0005916123.jpg,Marque,LDLC
,,,,,,LD0005804765_1_0005916005_0005916124,https://media.ldlc.com/r1600/ld/products/00/05/80/47/LD0005804765_1_0005916005_0005916124.jpg,Modèle,HXL83-16-M10
,,,,,,LD0005804766_1_0005916006_0005916125,https://media.ldlc.com/r1600/ld/products/00/05/80/47/LD0005804766_1_0005916006_0005916125.jpg,Système d'exploitation,Sans OS
,,,,,,LD0005804767_1_0005916007_0005916126,https://media.ldlc.com/r1600/ld/products/00/05/80/47/LD0005804767_1_0005916007_0005916126.jpg,Famille OS,Sans OS
,,,,,,,,Langue de l'OS,N/A
,,,,,,,,Système d'exploitation fourni,Non
,,,,,,,,Marque processeur,Intel
,,,,,,,,Processeur,Intel Core i7
,,,,,,,,Plateforme (Proc.),Intel Tiger Lake
,,,,,,,,Type de processeur,Intel Core i7-11800H (Octo-Core 1.9 GHz - 2.3 GHz / 4.6 GHz Turbo - 16 Threads - Cache 24 Mo)
,,,,,,,,Fréquence CPU,2.3GHz
,,,,,,,,Nombre de core,8
,,,,,,,,Taille de la mémoire,16Go
,,,,,,,,Nombre de barrettes,2
,,,,,,,,Nombre de slots mémoire disponibles,0
,,,,,,,,Type de mémoire,DDR4
,,,,,,,,Fréquence(s) Mémoire,DDR4 3200 MHz
,,,,,,,,Taille de mémoire Max,64Go
,,,,,,,,GPU series,NVIDIA GeForce RTX 30 series
,,,,,,,,Chipset graphique,NVIDIA GeForce RTX 3080
,,,,,,,,Taille mémoire vidéo,16Go
,,,,,,,,Type mémoire vidéo,GDDR6
,,,,,,,,Max-Q (Design GPU),Oui
,,,,,,,,RTX Studio,Non
,,,,,,,,Ecran tactile,Non
,,,,,,,,Type de Dalle,Dalle TN
,,,,,,,,Type d'écran,LED
,,,,,,,,Taille de l'écran,17.3pouces
,,,,,,,,Résolution Max,1920 x 1080 pixels
,,,,,,,,Format de l'écran,16/9
,,,,,,,,Ecran large,Oui
,,,,,,,,Dalle mate/antireflets,Oui
,,,,,,,,Dalle brillante,Non
,,,,,,,,NVIDIA G-SYNC,Non
,,,,,,,,VR Ready (réalité virtuelle),Oui
,,,,,,,,Taux de rafraîchissement,300 Hz
,,,,,,,,Configuration disque(s),SSD 1 To
,,,,,,,,Disque dur,SSD 1 To
,,,,,,,,Disque secondaire,Sans disque secondaire
,,,,,,,,Type de Disque,SSD (Solid State Drive)
,,,,,,,,Interface du disque dur,M.2 - PCI-E NVMe
,,,,,,,,Nombre de disques,1
,,,,,,,,Nombre de disques max,2
,,,,,,,,Emplacement mSATA/M.2,M.2 (occupé)
,,,,,,,,Lecteur Optique,Aucun
,,,,,,,,Lecteur de cartes,micro SD
,,,,,,,,Norme(s) réseau,10/100/1000 Mbps
,,,,,,,,Norme(s) réseau sans-fil,Wi-Fi 6 AX
,,,,,,,,Technologie Bluetooth,Bluetooth 5.0
,,,,,,,,Technologie Intel vPro,Non
,,,,,,,,Sans-fil,Oui
,,,,,,,,Webcam,Oui
,,,,,,,,Type de H.P,Intégrés
,,,,,,,,Type d'activités,Gamer
,,,,,,,,Intel Evo,Non
,,,,,,,,Norme du clavier,AZERTY
,,,,,,,,Localisation,Français
,,,,,,,,Clavier rétroéclairé,Oui
,,,,,,,,Clavier RGB,Non
,,,,,,,,Pavé numérique,Oui
,,,,,,,,Lecteur biométrique,Oui
,,,,,,,,Accessoires Supplémentaires,Sacoche de transport
,,,,,,,,Office fourni,Non
,,,,,,,,Connecteur(s) disponible(s),RJ45
,,,,,,,,Connecteur(s) disponible(s),Port pour clef Kensington
,,,,,,,,Connecteur(s) disponible(s),S/PDIF (Jack 3.5mm)
,,,,,,,,Connecteur(s) disponible(s),HDMI Femelle
,,,,,,,,Connecteur(s) disponible(s),"Jack 3,5mm Femelle Stéréo"
,,,,,,,,Connecteur(s) disponible(s),Mini DisplayPort
,,,,,,,,Connecteur(s) disponible(s),USB 3.0
,,,,,,,,Connecteur(s) disponible(s),Thunderbolt 4/USB-C
,,,,,,,,Couleur,Noir
,,,,,,,,Profondeur,264.95mm
,,,,,,,,Largeur,395.9mm
,,,,,,,,Epaisseur,19.9mm
,,,,,,,,Poids,2.3kg
,,,,,,,,Gamme,LDLC Bellone
,,,,,,,,Ultrabook,Non
,,,,,,,,Hybride / Convertible,Non
,,,,,,,,Indice réparabilité (sur 10),6.3
,,,,,,,,Définition de l'indice de réparabilité,"L'indice de réparabilité des produits s'inscrit dans le cadre de la LOI n° 2020-105 du 10 février 2020 relative à la lutte contre le gaspillage et à l'économie circulaire. Une note de 1 à 10 est attribuée au produit en fonction de son ""degré"" de réparabilité. 5 critères sont pris en compte pour établir cette notation (durée de disponibilité de la documentation technique, caractère démontable de l'équipement, durée de disponibilité des pièces détachées, rapport entre le prix de vente des pièces détachées et le prix de vente de l'équipement, critères spécifiques à la catégorie d'équipements concernée). L'indice de réparabilité est obtenu en additionnant les cinq notes obtenues puis en divisant ce total par dix pour exprimer une note synthétique sur une échelle de 1 à 10."
,,,,,,,,Capacité de la batterie,73Wh
,,,,,,,,Nombre de cellules,3
,,,,,,,,Batterie amovible,Non
,,,,,,,,Charge de la batterie par USB-C,Non
LDLC Bellone HXL83-16-M10-P,31829.47,https://media.ldlc.com/r374/ld/products/00/05/80/47/LD0005804763_1_0005916003_0005916122_0005916163.jpg,"<div class=""tab-pane active"" data-tracking-action=""click"" data-tracking-category=""Onglets fiche produit"" data-tracking-event=""click"" data-tracking-label=""Descriptif"" id=""descriptif"" role=""tabpanel"">

<div class=""tab-pane-content"">
<div class=""logo"">
<a href=""/ldlc/bint000000888/"" rel=""nofollow"">
<img alt=""LDLC"" loading=""lazy"" src=""https://media.ldlc.com/v3/marque/bo/00/02/91/96/V30002919683_2.gif""/>
</a>
</div>
<div class=""brand-logo"">LDLC</div>
<div class=""description"" id=""description"">
<div class=""details-pdt-desc"">
<h2 class=""h2-master"">Performance et confort de jeu avec un grand écran 300 Hz !</h2>
<section>
<p>Profitez de hautes performances et gagnez en plaisir de jeu avec le <strong>PC portable Gamer LDLC Bellone HXL83</strong> ! En plus de ses composants ultra-performants, il est équipé notamment d'un écran de 17.3"" 300 Hz et d'un clavier rétroéclairé. Le PC portable LDLC Bellone HXL83-16-M10 offre de hautes performances et un fonctionnement rapide grâce à son <strong>processeur Intel Core i7-11800H</strong>, ses 16 Go de mémoire DDR4, ses <strong>SSD M.2 PCIe de 1 To</strong> et sa<strong> puce graphique NVIDIA GeForce RTX 3080 Laptop</strong>.  <br/>
 </p>
</section>
<section>
<div class=""desc-image""><span><img alt="""" loading=""lazy"" src=""https://media.ldlc.com/bo/images/fiches/pc_portables/ldlc/bellone_gxl62/801b.jpg""/></span></div>
<div class=""desc-text"">
<h2>Processeur Intel de 11e génération</h2>
<p>Profitez de hautes performances avec le processeur pour Intel Core i7-11800H, avec ses 8 cores physiques et ses 16 threads. Avec lui, effectuez vos tâches informatiques plus rapidement, gagnez en fluidité de jeu, éditez des photos et des vidéos facilement, déplacez-vous rapidement entre les programmes et les fenêtres et exécutez plusieurs tâches en toute simplicité !</p>
</div>
</section>
<section>
<div class=""desc-text"">
<h2>NVIDIA GeForce RTX 3080</h2>
<p>La puce graphique NVIDIA GeForce RTX 3080 vous permet de faire tourner les jeux les plus récents grâce à la puissance phénoménale de NVIDIA Ampere, l'architecture RTX de seconde génération. Bénéficiez de performances graphiques exceptionnelles grâce aux cœurs RT et Tensor spécialement optimisés, à de nouveaux multiprocesseurs de flux et à une mémoire G6 à haute vitesse. Basé sur les capacités phénoménales de l'IA, le super-échantillonnage par Deep Learning (DLSS) de NVIDIA est une technologie de rendu révolutionnaire qui vous offre un tout nouveau niveau de fidélité visuelle grâce aux processeurs Tensor Core dédiés à l'IA des GPU GeForce RTX. Par ailleurs, le Ray Tracing permet de simuler le comportement physique de la lumière afin d'offrir un rendu cinématographique en temps réel d'une grande beauté, y compris dans les jeux les plus intenses.</p>
</div>
<div class=""desc-image""><span><img alt="""" loading=""lazy"" src=""https://media.ldlc.com/bo/images/fiches/ordinateur_pc_ldlc/zerator/nvidia_rtx_001.jpg""/></span></div>
</section>
<section>
<div class=""desc-image""><span><img alt="""" loading=""lazy"" src=""https://media.ldlc.com/bo/images/fiches/pc_portables/ldlc/bellone_gxl62/803.jpg""/></span></div>
<div class=""desc-text"">
<h2>Confort de jeu optimisé !</h2>
<p>Ce PC portable Gamer LDLC Bellone est conçu pour maximiser votre confort de jeu. Son écran Full HD avec fréquence de 300 Hz vous offre une image à la fois fluide et précise. Son clavier Gamer rétroéclairé offre aussi un meilleur confort de jeu. Son système audio avec technologie Sound Blaster Atlas offre également de bonnes performances sonores, pour un divertissement numérique complet.</p>
</div>
</section>
<section class=""list"">
<h2>Caractéristiques principales :</h2>
<ul>
<li><strong>Processeur Intel Core i7-11800H</strong> (Octo-Core 1.9 GHz - 2.3 GHz / 4.6 GHz Turbo - 16 Threads - Cache 24 Mo)</li>
<li>16 Go de mémoire vive DDR4 3200 MHz (2x 8 Go - 2 slots - maximum 64 Go au total)</li>
<li><strong>Ecran mat de 17.3""</strong> avec résolution <strong>Full HD</strong> (1920 x 1080 pixels) et <strong>fréquence 300 Hz</strong></li>
<li>Dalle Wide View avec angles de vision larges</li>
<li>Puce graphique <strong>NVIDIA GeForce RTX 3080 Laptop </strong>avec 16 Go de mémoire dédiée GDDR6 (1245 MHz - 105W)</li>
<li>SSD M.2 PCIe de 1 To + 1 slot M.2 PCIe libre</li>
<li>Communication sans fil Wi-Fi AX (Wireless AX201) + Bluetooth 5.0</li>
<li><strong>Clavier rétroéclairé multi-couleurs</strong> (une couleur active à la fois)</li>
<li>Haut-parleurs intégrés avec technologie Sound Blaster Atlas</li>
<li>Webcam HD 1 Mégapixel</li>
<li>Accès sécurisé via lecteur d'empreinte digitale</li>
<li>Lecteur de cartes mémoire intégré</li>
<li>Adaptateur secteur 180 Watts</li>
<li><em>Sac à dos fourni</em></li>
<li><strong>Windows 10 Professionnel 64 bits</strong></li>
</ul>
<br/>
<em>*Le PC portable est configuré par défaut en mode 60 Hz, pour modifier cette configuration sous Windows reportez-vous au document suivant : <a href=""https://media.ldlc.com/bo/file/fiches/ldlc/bellone_hxl73/300hz-setup.pdf"" target=""_blank"">Activation du mode 300 Hz</a></em></section>
</div>
</div>
</div>
</div>","Profitez de hautes performances et gagnez en plaisir de jeu avec le PC portable Gamer LDLC Bellone HXL83 ! En plus de ses composants ultra-performants, il est équipé notamment d'un écran de 17.3"" 300 Hz et d'un clavier rétroéclairé.",True,LD0005804764_1_0005916004_0005916123_0005916164,https://media.ldlc.com/r1600/ld/products/00/05/80/47/LD0005804764_1_0005916004_0005916123_0005916164.jpg,Désignation,LDLC Bellone HXL83-16-M10-P
,,,,,,LD0005804764_1_0005916004_0005916123_0005916164,https://media.ldlc.com/r1600/ld/products/00/05/80/47/LD0005804764_1_0005916004_0005916123_0005916164.jpg,Marque,LDLC
,,,,,,LD0005804765_1_0005916005_0005916124_0005916165,https://media.ldlc.com/r1600/ld/products/00/05/80/47/LD0005804765_1_0005916005_0005916124_0005916165.jpg,Modèle,HXL83-16-M10-P
,,,,,,LD0005804766_1_0005916006_0005916125_0005916166,https://media.ldlc.com/r1600/ld/products/00/05/80/47/LD0005804766_1_0005916006_0005916125_0005916166.jpg,Système d'exploitation,Windows 10 Professionnel 64 bits
,,,,,,LD0005804767_1_0005916007_0005916126_0005916167,https://media.ldlc.com/r1600/ld/products/00/05/80/47/LD0005804767_1_0005916007_0005916126_0005916167.jpg,Famille OS,Microsoft Windows 10
,,,,,,,,Langue de l'OS,Français
,,,,,,,,Système d'exploitation fourni,Oui
,,,,,,,,Marque processeur,Intel
,,,,,,,,Processeur,Intel Core i7
,,,,,,,,Plateforme (Proc.),Intel Tiger Lake
,,,,,,,,Type de processeur,Intel Core i7-11800H (Octo-Core 1.9 GHz - 2.3 GHz / 4.6 GHz Turbo - 16 Threads - Cache 24 Mo)
,,,,,,,,Fréquence CPU,2.3GHz
,,,,,,,,Nombre de core,8
,,,,,,,,Taille de la mémoire,16Go
,,,,,,,,Nombre de barrettes,2
,,,,,,,,Nombre de slots mémoire disponibles,0
,,,,,,,,Type de mémoire,DDR4
,,,,,,,,Fréquence(s) Mémoire,DDR4 3200 MHz
,,,,,,,,Taille de mémoire Max,64Go
,,,,,,,,GPU series,NVIDIA GeForce RTX 30 series
,,,,,,,,Chipset graphique,NVIDIA GeForce RTX 3080
,,,,,,,,Taille mémoire vidéo,16Go
,,,,,,,,Type mémoire vidéo,GDDR6
,,,,,,,,Max-Q (Design GPU),Oui
,,,,,,,,RTX Studio,Non
,,,,,,,,Ecran tactile,Non
,,,,,,,,Type de Dalle,Dalle TN
,,,,,,,,Type d'écran,LED
,,,,,,,,Taille de l'écran,17.3pouces
,,,,,,,,Résolution Max,1920 x 1080 pixels
,,,,,,,,Format de l'écran,16/9
,,,,,,,,Ecran large,Oui
,,,,,,,,Dalle mate/antireflets,Oui
,,,,,,,,Dalle brillante,Non
,,,,,,,,NVIDIA G-SYNC,Non
,,,,,,,,VR Ready (réalité virtuelle),Oui
,,,,,,,,Taux de rafraîchissement,300 Hz
,,,,,,,,Configuration disque(s),SSD 1 To
,,,,,,,,Disque dur,SSD 1 To
,,,,,,,,Disque secondaire,Sans disque secondaire
,,,,,,,,Type de Disque,SSD (Solid State Drive)
,,,,,,,,Interface du disque dur,M.2 - PCI-E NVMe
,,,,,,,,Nombre de disques,1
,,,,,,,,Nombre de disques max,2
,,,,,,,,Emplacement mSATA/M.2,M.2 (occupé)
,,,,,,,,Lecteur Optique,Aucun
,,,,,,,,Lecteur de cartes,micro SD
,,,,,,,,Norme(s) réseau,10/100/1000 Mbps
,,,,,,,,Norme(s) réseau sans-fil,Wi-Fi 6 AX
,,,,,,,,Technologie Bluetooth,Bluetooth 5.0
,,,,,,,,Technologie Intel vPro,Non
,,,,,,,,Sans-fil,Oui
,,,,,,,,Webcam,Oui
,,,,,,,,Type de H.P,Intégrés
,,,,,,,,Type d'activités,Gamer
,,,,,,,,Intel Evo,Non
,,,,,,,,Norme du clavier,AZERTY
,,,,,,,,Localisation,Français
,,,,,,,,Clavier rétroéclairé,Oui
,,,,,,,,Clavier RGB,Non
,,,,,,,,Pavé numérique,Oui
,,,,,,,,Lecteur biométrique,Oui
,,,,,,,,Accessoires Supplémentaires,Sacoche de transport
,,,,,,,,Office fourni,Non
,,,,,,,,Connecteur(s) disponible(s),RJ45
,,,,,,,,Connecteur(s) disponible(s),Port pour clef Kensington
,,,,,,,,Connecteur(s) disponible(s),S/PDIF (Jack 3.5mm)
,,,,,,,,Connecteur(s) disponible(s),HDMI Femelle
,,,,,,,,Connecteur(s) disponible(s),"Jack 3,5mm Femelle Stéréo"
,,,,,,,,Connecteur(s) disponible(s),Mini DisplayPort
,,,,,,,,Connecteur(s) disponible(s),USB 3.0
,,,,,,,,Connecteur(s) disponible(s),Thunderbolt 4/USB-C
,,,,,,,,Couleur,Noir
,,,,,,,,Profondeur,264.95mm
,,,,,,,,Largeur,395.9mm
,,,,,,,,Epaisseur,19.9mm
,,,,,,,,Poids,2.3kg
,,,,,,,,Gamme,LDLC Bellone
,,,,,,,,Ultrabook,Non
,,,,,,,,Hybride / Convertible,Non
,,,,,,,,Indice réparabilité (sur 10),6.3
,,,,,,,,Définition de l'indice de réparabilité,"L'indice de réparabilité des produits s'inscrit dans le cadre de la LOI n° 2020-105 du 10 février 2020 relative à la lutte contre le gaspillage et à l'économie circulaire. Une note de 1 à 10 est attribuée au produit en fonction de son ""degré"" de réparabilité. 5 critères sont pris en compte pour établir cette notation (durée de disponibilité de la documentation technique, caractère démontable de l'équipement, durée de disponibilité des pièces détachées, rapport entre le prix de vente des pièces détachées et le prix de vente de l'équipement, critères spécifiques à la catégorie d'équipements concernée). L'indice de réparabilité est obtenu en additionnant les cinq notes obtenues puis en divisant ce total par dix pour exprimer une note synthétique sur une échelle de 1 à 10."
,,,,,,,,Capacité de la batterie,73Wh
,,,,,,,,Nombre de cellules,3
,,,,,,,,Batterie amovible,Non
,,,,,,,,Charge de la batterie par USB-C,Non
